;country;year;iso_code;population;gdp;biofuel_cons_change_pct;biofuel_cons_change_twh;biofuel_cons_per_capita;biofuel_consumption;biofuel_elec_per_capita;biofuel_electricity;biofuel_share_elec;biofuel_share_energy;carbon_intensity_elec;coal_cons_change_pct;coal_cons_change_twh;coal_cons_per_capita;coal_consumption;coal_elec_per_capita;coal_electricity;coal_prod_change_pct;coal_prod_change_twh;coal_prod_per_capita;coal_production;coal_share_elec;coal_share_energy;electricity_demand;electricity_generation;electricity_share_energy;energy_cons_change_pct;energy_cons_change_twh;energy_per_capita;energy_per_gdp;fossil_cons_change_pct;fossil_cons_change_twh;fossil_elec_per_capita;fossil_electricity;fossil_energy_per_capita;fossil_fuel_consumption;fossil_share_elec;fossil_share_energy;gas_cons_change_pct;gas_cons_change_twh;gas_consumption;gas_elec_per_capita;gas_electricity;gas_energy_per_capita;gas_prod_change_pct;gas_prod_change_twh;gas_prod_per_capita;gas_production;gas_share_elec;gas_share_energy;greenhouse_gas_emissions;hydro_cons_change_pct;hydro_cons_change_twh;hydro_consumption;hydro_elec_per_capita;hydro_electricity;hydro_energy_per_capita;hydro_share_elec;hydro_share_energy;low_carbon_cons_change_pct;low_carbon_cons_change_twh;low_carbon_consumption;low_carbon_elec_per_capita;low_carbon_electricity;low_carbon_energy_per_capita;low_carbon_share_elec;low_carbon_share_energy;net_elec_imports;net_elec_imports_share_demand;nuclear_cons_change_pct;nuclear_cons_change_twh;nuclear_consumption;nuclear_elec_per_capita;nuclear_electricity;nuclear_energy_per_capita;nuclear_share_elec;nuclear_share_energy;oil_cons_change_pct;oil_cons_change_twh;oil_consumption;oil_elec_per_capita;oil_electricity;oil_energy_per_capita;oil_prod_change_pct;oil_prod_change_twh;oil_prod_per_capita;oil_production;oil_share_elec;oil_share_energy;other_renewable_consumption;other_renewable_electricity;other_renewable_exc_biofuel_electricity;other_renewables_cons_change_pct;other_renewables_cons_change_twh;other_renewables_elec_per_capita;other_renewables_elec_per_capita_exc_biofuel;other_renewables_energy_per_capita;other_renewables_share_elec;other_renewables_share_elec_exc_biofuel;other_renewables_share_energy;per_capita_electricity;primary_energy_consumption;renewables_cons_change_pct;renewables_cons_change_twh;renewables_consumption;renewables_elec_per_capita;renewables_electricity;renewables_energy_per_capita;renewables_share_elec;renewables_share_energy;solar_cons_change_pct;solar_cons_change_twh;solar_consumption;solar_elec_per_capita;solar_electricity;solar_energy_per_capita;solar_share_elec;solar_share_energy;wind_cons_change_pct;wind_cons_change_twh;wind_consumption;wind_elec_per_capita;wind_electricity;wind_energy_per_capita;wind_share_elec;wind_share_energy
5569;Denmark;2018;DNK;5766689;2,68318E+11;-2,51;-0,29;449,27;11,51;1027,23;6,29;25,41;1,32;288,16;2,2;6,44;3261,34;30,53;1144,02;6,57;;;;;22,04;18,23;35,58;30,36;20,44;-5,28;-10,41;34046,18;12,12;8,33;11,32;1673,47;10,01;23514,49;144,37;41,53;70,02;-18,01;-15,52;31,21;373,58;2,07;5413,33;-30,35;-16,33;7445,06;57,28;19,38;29,58;9,03;-30,08;-0,08;0,39;13,14;0,01;19,38;0,33;0,02;-4,37;-6,33;72,15;3602,12;21,15;10547,06;73,47;45,38;5,22;25,11;;0;0;0;0;0;0;0;8,51;5,01;94,54;171,27;1,37;14855,23;-19,01;-23,18;11393,38;76,13;6,15;53,01;31,22;6,29;0;-17,17;-3,24;1027,23;0;3268,35;25,41;0;18,38;5265,12;201,11;-4,37;-6,33;72,15;3602,12;21,15;10547,06;73,47;45,38;39,32;8,41;10,41;176,19;1,35;440,39;5,09;5,44;-20,41;-11,13;49,01;2416,35;13,9;6380,26;58,04;30,16
6273;Estonia;1993;EST;1504446;18240808960;;0;0;0;0;0;0;0;;-22,16;-22,47;28397,27;53,42;0;0;;0;0;0;0;66,01;7,52;9,12;21,14;-31,57;-26,21;44937,09;14,45;-31,57;-26,21;6062,32;9,12;44937,09;76,47;100;100;-57,13;-7,29;6,16;92,51;0,13;2757,37;;0;0;0;8,05;6,12;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;-1,6;-25,37;;0;0;0;0;0;0;0;6;3,54;32,28;5985,22;9,39;13797,48;;0;0;0;107,35;41,39;0;0;0;;0;0;0;0;0;0;0;6062,32;76,47;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6274;Estonia;1994;EST;1475730;17654292480;;0;0;0;0;0;0;0;;6,58;16,21;29601,08;54,23;0;0;;0;0;0;0;75,15;8,36;9,15;13,35;7,48;15,52;46444;17,42;7,48;15,52;6205,21;9,15;46444;76,59;100;100;53,18;14,24;20,41;150,19;0,22;4035,35;;0;0;0;8,44;19,08;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;-1,19;-15,35;;0;0;0;0;0;0;0;-21,57;-14,53;33,15;6055,02;9,33;12822,57;;0;0;0;106,56;36,57;0;0;0;;0;0;0;0;0;0;0;6205,21;76,59;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6275;Estonia;1995;EST;1452777;18507421696;;0;0;0;20,43;0,01;1,55;0;;-11,29;-5,55;27884,51;48,28;0;0;;0;0;0;0;67,41;8,33;9,09;29,21;-13,58;-12,13;42806,05;8,59;-14,26;-12,32;5986,45;9,08;42790,01;64,27;113,45;115,09;14,34;13,54;18,54;194,08;0,26;4665,18;;0;0;0;18,32;24,57;;;0;0;0;0;0;0;0;;0,19;0,19;20,43;0,01;16,04;1,55;0,31;-1,16;-18,44;;0;0;0;0;0;0;0;-27,56;-4,51;28,24;5808,17;8,42;10239,54;;0;0;0;110,53;38,11;0,19;0,01;0;;0,19;20,43;0;16,04;1,55;0;0,31;5991,47;64,46;;0,19;0,19;20,43;0,01;16,04;1,55;0,31;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6276;Estonia;1996;EST;1434670;19179796480;;0;0;0;0;0;0;0;;16,45;2,33;29580,5;49,18;0;0;;0;0;0;0;68,48;8,23;9,09;25,53;9,08;17,07;46017,48;10,22;9,15;4,25;6350,52;9,09;46004,43;81,37;100;115,16;14,41;11,36;14,51;204,17;0,29;5214,49;;0;0;0;3,19;16,18;;;0;0;0;0;0;0;0;-27,07;-0,03;0,16;0;0;13,05;0;0,24;-1,26;-10,45;;0;0;0;0;0;0;0;11,49;4,43;17,27;6146,35;8,8;11217,14;;0;0;0;97,21;24,37;0,16;0;0;-27,07;-0,03;0;0;13,05;0;0;0,24;6350,52;66,13;-27,07;-0,03;0,16;0;0;13,05;0;0,24;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6277;Estonia;1997;EST;1421491;21099665408;;0;0;0;7,35;0,01;1,48;0;;-1,16;-8,12;29515,16;56,46;0;0;;0;0;0;0;72,25;8,25;9,22;17,02;-9,12;-16,25;45746,02;4,22;-9,27;-16,35;6480,53;9,21;45728,51;65,02;113,52;115,01;-15,51;-3,31;7,26;197,07;0,26;5122,01;;0;0;0;3,22;13,44;;;0;0;0;0;0;0;0;60;0,01;0,26;7,35;0,01;33,05;1,48;0,39;-1,37;-23,38;;0;0;0;0;0;0;0;-14,27;-4,51;28,17;6299,26;9,35;11122,56;;0;0;0;98,12;28,52;0,26;0,01;0;60;0,01;7,35;0;33,05;1,48;0;0,39;6488,28;65,28;60;0,01;0,26;7,35;0,01;33,05;1,48;0,39;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6278;Estonia;1998;EST;1411151;21616367616;;0;0;0;8,26;0,01;1,57;0;;-19,26;-12,44;25198,44;44,02;0;0;;0;0;0;0;75,32;8,13;8,52;24,13;-14,58;-17,36;41349,12;13,38;-15,22;-17,49;6038,58;8,51;41319,47;62,53;113,43;114,34;-5,09;-0,37;7,29;196,33;0,27;4890,59;;0;0;0;5,49;24,32;;;0;0;0;0;0;0;0;50;0,13;0,38;8,26;0,01;29,25;1,57;1,06;-0,39;-17,17;;0;0;0;0;0;0;0;6,45;1,04;16,26;5842,25;8,24;11245,45;;0;0;0;107,54;27,19;0,38;0,01;0;50;0,13;8,26;0;29,25;1,57;0;1,06;6047,25;63,31;50;0,13;0,38;8,26;0,01;29,25;1,57;1,06;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6279;Estonia;1999;EST;1403494;21088651264;;0;0;0;9,05;0,01;2,01;0;;-17,04;-9,11;22927,26;34,51;0;0;;0;0;0;0;73,28;8,06;8,26;21,24;-21,36;-13,54;38303,36;11,08;-22,07;-14,09;5881,07;8,25;38250;64,24;113,39;114,01;-15,14;-3,12;17,38;177,37;0,23;4772,19;;0;0;0;15,05;19,43;;;0,12;0,12;0;0;15,07;0;0,22;52,07;0,15;0,53;9,05;0,01;53,36;2,01;1,39;-0,6;-20,53;;0;0;0;0;0;0;0;-15,53;-1,46;27,35;5719,11;8,02;10565,53;;0;0;0;98,34;36,29;0,41;0,01;0;13,33;0,03;9,05;0;38,28;2,01;0;1,17;5890,12;65,17;52,07;0,15;0,53;9,05;0,01;53,36;2,01;1,39;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6280;Estonia;2000;EST;1396881;22945026048;;0;0;0;9,39;0,01;1,58;0;698,01;14,38;3,37;24532,08;38,28;0;0;;0;0;0;0;73,39;7,58;8,51;21,27;7,17;2,15;39722,39;8,58;3,05;11,13;6100,25;8,5;39597,46;59,57;113,42;109,57;29,57;1,02;18,39;437,48;0,6;5523,24;;0;0;0;7,51;27,36;6,22;25;0,03;0,15;0;0;19,44;0;0,27;267,41;2,17;0,19;9,39;0,01;140,32;1,58;5,43;-1,33;-16,29;;0;0;0;0;0;0;0;-10,29;-9,06;18,29;5662,37;7,9;9542,15;;0;0;0;105,52;24,22;2,56;0,01;0;324,17;2,14;9,39;0;136,28;1,58;0;5,16;6094,24;63,07;267,41;2,17;0,19;9,39;0,01;140,32;1,58;5,43;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6281;Estonia;2001;EST;1388000;24006164480;;0;0;0;10,25;0,01;1,58;0;685,37;-9,35;-3,17;24548,47;35,11;0;0;;0;0;0;0;73,03;8,27;8,49;25,36;8,06;7,56;41681,04;8,49;11,18;9,34;6107,06;8,47;41610,47;69,31;111,44;113,01;12,16;9,23;12,22;436,37;0,6;5953,21;;0;0;0;8,07;18,44;5,8;48;0,07;0,22;10,25;0,01;26,03;1,58;0,38;-51;-1,38;1,32;20,49;0,02;66,26;3,56;2,39;-1,02;-21,38;;0;0;0;0;0;0;0;26,04;3,28;21,57;5670,29;8,27;11112,06;;0;0;0;103,37;36,53;0,07;0,01;0;-60;-1,45;10,25;0;59,57;1,58;0;2,01;6127,55;71,03;-51;-1,38;1,32;20,49;0,02;66,26;3,56;2,39;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
6282;Estonia;2002;EST;1379241;25057701888;;0;0;0;22,21;0,02;3,54;0;694,42;-6,01;-12,43;24157,02;38,08;0;0;;0;0;0;0;58,22;8,24;8,53;27,47;-0,41;-3,57;41771,59;6,59;-7,16;-4,12;6163,21;8,5;41689,55;65,19;109,48;112,35;-18,25;-6,34;21,28;388,29;0,53;5029,55;;0;0;0;9,33;12,27;6,24;-29,24;-0,05;0,16;7,25;0,01;25,11;1,57;0,28;25,46;0,15;1,47;33,31;0,03;82,04;5,52;3,05;-1,09;-21,21;;0;0;0;0;0;0;0;27,13;15,06;21,23;5787,01;8,37;12518,38;;0;0;0;100,15;45,07;1,26;0,02;0;34,07;0,16;22,21;0;62,49;3,54;0;0,15;6193,21;67,06;25,46;0,15;1,47;33,31;0,03;82,04;5,52;3,05;;0;0;0;0;0;0;0;;0,04;0,04;0;0;18,03;0;0,07
6283;Estonia;2003;EST;1370663;26485059584;;0;0;0;35,47;0,03;4,55;0;703,32;28,31;9,26;28153,43;47,34;0;0;;0;0;0;0;61,4;8,26;10,16;19,15;9,58;8,38;45847,48;8,12;9,21;8,07;7391,33;10,11;45738,45;73,26;107,28;112,01;16,28;1,38;22,09;377,07;0,5;5770,18;;0;0;0;19,21;21,49;7,39;137,31;0,21;0,37;11,56;0,01;28,23;1,38;0,59;32,59;0,31;2,18;43,59;0,05;109,02;8,12;3,39;-1,9;-23,02;;0;0;0;0;0;0;0;-8,17;-1,59;19,23;7014,25;10,01;11830,22;;0;0;0;103,47;38,12;1,23;0,03;0;-14,44;-0,03;35,47;0;69,13;4,55;0;2,12;7419,51;75,44;32,59;0,31;2,18;43,59;0,05;109,02;8,12;3,39;;0;0;0;0;0;0;0;346,54;0,14;0,18;11,56;0,01;27,07;1,38;0,28
6284;Estonia;2004;EST;1362489;27701385216;;0;0;0;22,19;0,03;4,51;0;697,52;-4,44;-1,49;28234,23;45,45;0;0;;0;0;0;0;60,05;8,52;10,31;17,55;2,34;5,38;47059,57;7,14;17,03;1,23;7538,37;10,25;46922,39;78,17;105,58;110,51;27,59;2,39;9,08;369,36;0,49;6611,43;;0;0;0;16,33;14,53;7,08;75;0,27;1,05;25,19;0,02;53,16;3,14;1,41;49,17;0,48;3,05;44,37;0,06;136,08;9,42;4,49;-2,19;-21,09;;0;0;0;0;0;0;0;9,05;4,01;23,24;7163,36;10,16;12070,07;;0;0;0;105,05;35,53;1,39;0,03;0;22,51;0,16;22,19;0;82,31;4,51;0;2,34;7567,34;65,42;49,17;0,48;3,05;44,37;0,06;136,08;9,42;4,49;;0;0;0;0;0;0;0;24,59;0,04;0,22;7,34;0,01;17,14;1,37;0,34
6285;Estonia;2005;EST;1354665;29813616640;;0,02;1,29;0,02;37,48;0,04;6,32;0,03;687,53;-16,13;-6,14;28119,36;39,31;0;0;;0;0;0;0;60,26;8,59;10,2;29,34;9,28;6,04;47592,41;4,42;5,54;3,47;7453,36;10,09;47363,08;66,23;113,22;107,19;7,04;4,52;9,3;408,23;0,54;6870,51;;0;0;0;9,54;21,07;7,36;-4,18;-0,03;1,02;26,44;0,02;52,25;3,16;1,35;89,29;2,18;5,23;84,21;0,11;245,09;2,18;8,21;-2,01;-30,23;;0;0;0;0;0;0;0;15,35;5,08;28,32;7060,53;9,55;12372,45;;0;0;0;103,27;41,26;1,45;0,04;0;13,32;0,06;37,48;0;89,43;6,32;0;2,43;7537,57;71,46;89,29;2,18;5,23;84,21;0,11;245,09;2,18;8,21;;0;0;0;0;0;0;0;612,31;2,12;2,34;51,09;0,05;128,31;0,49;3,59
6286;Estonia;2006;EST;1346711;32350019584;633,45;0,11;15,04;0,13;40,42;0,04;6,51;0,02;684,42;-4,47;-12,43;27031,22;42,28;0;0;;0;0;0;0;59,21;9,38;10,13;20,39;-4,38;-13,05;47286,48;17,09;-6,27;-14,11;7135,58;9,6;47002,05;67,52;109,04;105,28;1,59;1,39;15,39;416,17;0,54;6979,04;;0;0;0;5,55;26,39;7,01;-40,29;-0,23;0,38;14,05;0,01;36,44;1,43;0,06;34,56;1,06;6,29;104,51;0,13;291,53;6,36;10,12;-1,15;-13,52;;0;0;0;0;0;0;0;12,14;12,33;25,25;6735,22;9,06;13006,43;;0;0;0;94,54;35,09;2,01;0,04;0;17,32;0,16;40,42;0;91,14;6,51;0;0,19;7225,01;74,21;34,56;1,06;6,29;104,51;0,13;291,53;6,36;10,12;;0;0;0;0;0;0;0;50,18;1,03;3,37;65,44;0,08;164,31;13,42;5,41
6287;Estonia;2007;EST;1340576;34297835520;-68,53;-0,07;9,32;0,06;28,18;0,03;4,06;0,08;690,12;24,46;23,01;33794,38;49,48;0;0;;0;0;0;0;67,44;10,16;12,18;16,58;16,22;11,14;55026,58;2,15;28,57;10,23;8984,34;12,04;54692,23;78,15;112,11;105,43;-9,53;-0,56;14,43;263,22;0,34;6975,32;;0;0;0;15,11;23,08;8,37;78,03;0,24;1,02;29,19;0,02;52,44;2,44;1,24;14,13;0,51;0,44;111,13;0,14;334,42;3,29;9,57;-2,42;-37,15;;0;0;0;0;0;0;0;18,12;3,58;29,24;8736,52;11,7;13937,05;;0;0;0;96,59;30,32;1,55;0,03;0;-9,23;-0,06;28,18;0;97,04;4,06;0;2,36;9095,47;85,35;14,13;0,51;0,44;111,13;0,14;334,42;3,29;9,57;;0;0;0;0;0;0;0;23,26;0,04;4,17;69,15;0,09;206,43;12,19;5,49
6288;Estonia;2008;EST;1337013;31920816128;722,26;0,41;40,35;0,47;44,17;0,04;6,18;0,07;688,44;-20,13;-17,26;30293,17;48,02;0;0;;0;0;0;0;70,01;10,04;10,58;26,19;-8,01;-20,01;50757,14;4,06;-12,56;-7,22;7772,35;10,38;50301,24;70,53;98,11;100,25;-5,29;-6,22;24,01;316,13;0,42;6706,13;;0;0;0;4,37;16,26;7,19;31,33;0,16;1,19;29,18;0,03;72,09;4,44;1,56;60,05;3,01;10,21;158,47;0,2;471,23;2,29;15,15;-1,34;-21,31;;0;0;0;0;0;0;0;-17,03;-14,54;18,19;7456,22;10,36;13317,39;;0;0;0;94,14;29,38;2,01;0,04;0;14,16;0,06;44,17;0;102,08;6,18;0;2,59;7915,42;81,14;60,05;3,01;10,21;158,47;0,2;471,23;2,29;15,15;;0;0;0;0;0;0;0;48,34;1,56;6,14;100,52;0,13;287,52;4,49;9,11
6289;Estonia;2009;EST;1334557;26784890880;-73,33;-0,27;28,31;0,02;236,47;0,31;11,51;0,34;673,11;-23,25;-13,36;26213,27;50,06;0;0;;0;0;0;0;68,11;9,26;9,18;18,58;-20,45;-11,17;44007,02;5,12;-15,13;-12,52;6179,33;8,24;42763,06;58,01;94,25;99,59;-45,06;-16,14;7,47;89,04;0,11;4579,58;;0;0;0;5,13;16,41;6,21;18,46;0,11;1,29;29,59;0,03;82,04;5,42;2,32;140,21;1,35;11,56;414,29;0,54;1243,58;6,15;15,41;0,08;15,03;;0;0;0;0;0;0;0;-12,14;-14,23;31,27;6106,09;8,13;11985,22;;0;0;0;101,57;30,47;1,02;0,31;0;731,16;14,41;236,47;0;752,15;11,51;0;12,47;6594,01;69,57;140,21;1,35;11,56;414,29;0,54;1243,58;6,15;15,41;;0;0;0;0;3,29;0;0;56,17;2,51;9,05;163,22;0,2;408,06;6,38;15,27
6290;Estonia;2010;EST;1331535;26952075264;351,21;1,09;77,01;1,29;556,15;1,14;16,45;2,01;659,23;48,15;25,19;35173,02;59,45;0;0;;0;0;0;0;64,14;10,12;13,37;22,31;33,38;21,11;54945,02;13,54;28,48;25,06;8953,14;12,32;52459,04;83,07;106,04;103,07;8,59;7,15;15,02;230,04;0,3;4915,06;;0;0;0;7,13;23,43;8,45;-25,25;-0,14;1,15;22,53;0,03;60,41;3,51;1,42;107,12;11,45;8,01;797,24;1,05;2485,57;9,36;12,33;-3,25;-40,16;;0;0;0;0;0;0;0;4,22;8,13;16,48;8738,51;12,02;12386,37;;0;0;0;98,51;30,49;8,09;1,14;0;141,06;7,06;556,15;0;1792,21;16,45;0;6,58;9750,38;75,29;107,12;11,45;8,01;797,24;1,05;2485,57;9,36;12,33;0;0;0;0;0;3,28;0;0;42,51;3,44;12,49;214,44;0,28;583,45;4,39;1,51
6291;Estonia;2011;EST;1327435;28535476224;-47,04;-0,37;42,28;0,52;596,59;1,18;6,51;1,11;652,42;4,33;9,28;35716,39;53,33;0;0;;0;0;0;0;79,55;9,33;13,29;22,32;-4,13;-3,05;54976,35;11,17;-12,44;-8,54;8829,44;12,11;52231,36;74,13;104,06;110,37;-18,48;-11,29;19,13;193,33;0,25;4416,24;;0;0;0;16,39;8,22;8,32;12,51;0,08;1,23;22,6;0,03;67,46;3,53;1,53;19,09;5,49;4,05;903,32;1,18;2760,33;11,34;5,03;-3,56;-40,36;;0;0;0;0;0;0;0;-10,27;-6,53;17,07;8633,19;11,46;12114,16;;0;0;0;103,06;22,02;10,19;1,18;0;13,46;2,11;596,59;0;1897,52;6,51;0;10,06;9717,37;88,03;19,09;5,49;4,05;903,32;1,18;2760,33;11,34;5,03;100;0;0,01;0;0;6,56;0;0,01;46,12;4,06;1,15;290,13;0,37;776,52;3,27;7,31
6292;Estonia;2012;EST;1322682;29763610624;-16,59;-0,07;34,17;0,45;756,04;1;14,01;1,01;637,15;-10,01;-17,09;32926,36;52,04;0;0;;0;0;0;0;63,18;10,12;12,36;32,16;11,52;8,39;55569,35;9,49;-9,03;-6,17;7944,15;10,49;52132,43;83,37;98,49;106,33;14,07;0,49;11,43;102,45;0,13;4804,19;;0;0;0;2,27;18,32;7,54;40;0,32;1,55;34,02;0,04;88,07;5,34;2,37;29,51;14,56;13,06;1117,18;1,47;3452,32;16,51;9,07;-2,24;-23,45;;0;0;0;0;0;0;0;27,22;18,22;19,49;7832,57;10,36;14417,23;;0;0;0;96,22;40,23;6,15;1;0;41,02;11,36;756,04;0;2429,06;14,01;0;9,48;9045,54;81,03;29,51;14,56;13,06;1117,18;1,47;3452,32;16,51;9,07;50;0;0,01;0;0;10,22;0;0,01;32,35;2,55;1,19;326,37;0,43;910,27;12,55;11,19
6293;Estonia;2013;EST;1317985;30185959424;-27,07;-0,07;32,02;0,37;513,52;1,07;5,45;0,48;647,24;11,21;18,41;36747,05;55,06;16,47;0,01;;0;0;0;1,15;70,35;10,09;13,28;28,58;11,56;4,38;58781,43;11,26;20,49;16,29;9154,24;12,05;55908,17;84,26;102,18;97,04;13,22;0,11;13,33;72,46;0,09;4896,49;;0;0;0;11,18;13,31;8,58;-39,35;-0,44;1,11;34,42;0,03;65,45;3,46;1,31;-18,53;-12,49;15,57;937,03;1,23;2877,29;13,22;18,36;-3,59;-37,49;;0;0;0;0;0;0;0;-5,35;-4,03;31,26;9080,31;12,35;14284,19;;0;0;0;105,25;28,38;5,43;1,07;0;-30,42;-16,12;513,52;0;1701,46;5,45;0;3,27;10091,27;84,43;-18,53;-12,49;15,57;937,03;1,23;2877,29;13,22;18,36;377,07;0,03;0,04;0;0;16,55;0;0,05;35,49;4,12;8,22;404,09;0,53;1108,02;19,31;15,21
6294;Estonia;2014;EST;1314531;31037874176;60;0,22;50,06;0,06;580,33;1,16;7,44;0,08;640,41;-2,2;-2,06;36032,41;47,36;17,07;0,01;;0;0;0;0,08;77,24;9,7;12,45;24,44;-8,26;-8,05;56414,22;8,29;-5,22;-17,06;8423,47;11,06;53139,43;82,59;101,55;96,57;-29,28;-7,28;6,06;57,11;0,07;3860,46;;0;0;0;9,22;19,51;8,31;17,06;0,02;1,13;35,42;0,03;65,44;4,01;1,39;22,46;9,01;9,18;1063,51;1,39;3286,58;13,45;18,43;-3,15;-33,51;;0;0;0;0;0;0;0;-13,46;-7,33;23,54;8365,09;11,38;13261,59;;0;0;0;91,13;31,02;11,01;1,16;0;18,46;5,18;580,33;0;1933,05;7,44;0;10,06;9471,59;76,38;22,46;9,01;9,18;1063,51;1,39;3286,58;13,45;18,43;128,09;0,05;0,08;0;0;12,29;0;0,11;16,58;3,15;11,36;463,17;0,6;1256,55;17,39;5,27
6295;Estonia;2015;EST;1314658;31485411328;-50;-0,03;32,51;0,03;635,16;1,22;9,19;0,43;623,57;-17,37;-11,38;31919,39;57,03;0;0;;0;0;0;0;63,32;9,23;10,15;23,22;-14,48;-13,58;52196,47;4,59;-16,46;-20,54;6534,19;8,59;48601,18;77,45;94,31;93,1;-15,54;-8,45;13,01;55,39;0,06;3454,13;;0;0;0;9,51;16,18;6,2;0;0;1,13;23,22;0,03;60,07;4,56;1,46;21,15;6,56;16,15;1187,02;1,56;3611,06;21,09;6,9;-1,32;-25,07;;0;0;0;0;0;0;0;-3,04;-0,32;23,21;6494,19;8,53;13225,29;;0;0;0;84,39;25,33;13,31;1,22;0;20,05;0,15;635,16;0;2061,42;9,19;0;18,22;7730,39;69,02;21,15;6,56;16,15;1187,02;1,56;3611,06;21,09;6,9;95,23;0,07;0,16;0;0;13,26;0;0,23;24,17;4,49;16,25;541,04;1,11;1474,21;22,35;15,26
6296;Estonia;2016;EST;1315928;31962619904;-25;-0,07;32,12;0,22;736,24;1,35;20,26;0,32;626,13;5,09;3,42;33492,29;45,04;0;0;;0;0;0;0;62,27;10,13;12,17;18;5,03;4,23;53778,06;5,34;3,31;3,55;8054,53;10,58;50164,33;66;101,35;97,29;20,24;0,44;20,21;56,14;0,07;3800,11;;0;0;0;9,35;7,39;8,02;30,03;0,21;1,34;36,37;0,04;74,22;5,29;2,12;-10,26;0,28;16,43;1212,33;1,59;3629,17;14,05;18,11;-2,04;-22,18;;0;0;0;0;0;0;0;-9,35;-7,07;31,55;7998,39;10,51;12887,29;;0;0;0;86,36;24,36;3,31;1,35;0;22,33;0,34;736,24;0;2308,16;20,26;0;8,43;9251,47;82,43;-10,26;0,28;16,43;1212,33;1,59;3629,17;14,05;18,11;70,47;0,01;0,26;16,59;0,01;31,13;1,22;0,37;-31,23;-5,35;1,59;453,53;0,59;1214,35;18,08;6,07
6297;Estonia;2017;EST;1317550;33800136704;39,34;0,06;34,34;0,29;848,43;1,1;13,59;0,37;621,01;16,34;9,57;38179,18;55,02;15,18;0,02;;;;;2,32;65,31;10,43;13,16;17,6;25,12;19,02;59577,11;7,22;17,13;20,45;8584,44;11,3;55332,19;86,45;99,26;106,26;-15,06;-1,32;18,49;53,59;0,06;3718,38;;;;;7,36;9,49;8,16;-36,54;-0,25;1,09;23,17;0,03;60,37;3,48;1,28;18,19;13,56;14,59;1422,51;2,26;4260,43;16,14;9,14;-3,13;-28,54;;0;0;0;0;0;0;0;10,07;1,14;28,35;8528,27;11,22;13434,16;;;;;89,18;31,06;11,59;1,1;0;28,26;8,28;848,43;0;2696,51;13,59;0;12,29;9991,55;86,05;18,19;13,56;14,59;1422,51;2,26;4260,43;16,14;9,14;57,05;0,13;0,39;7,59;0,01;33,48;1,16;0,49;32,57;5,34;16,24;553,49;1,12;1466,12;12,51;9,32
6298;Estonia;2018;EST;1322146;35409424384;608,02;2,51;164,05;3,19;1003,33;1,31;10,59;4,16;613,36;-7,08;-3,41;37172,52;51,21;0;0;;;;;0;64,43;10,47;12,37;17,16;-12,57;-1,01;58914,45;5,19;-13,17;-5,26;7864,33;10,38;54180,46;81,19;98,13;107,07;7,48;1,55;5,04;51,21;0,06;3791,13;;;;;8,05;13,05;7,56;-47,08;-0,03;0,04;16,23;0,01;30,16;1,21;0,51;23,21;10,56;10,15;1507,09;2,39;4734,01;17,27;8,33;-1,9;-20,27;;0;0;0;0;0;0;0;-5,05;-0,22;24,55;7813,12;10,32;13232,21;;;;;90,08;22,44;8,12;1,31;0;22,42;11,53;1003,33;0;3231,36;10,59;0;5,46;9356,01;91,34;23,21;10,56;10,15;1507,09;2,39;4734,01;17,27;8,33;118,54;0,43;1,21;23,09;0,03;71,33;4,03;1,45;-12,33;-4,01;12,23;485,02;1,04;1273,09;7,54;4,41
7266;Finland;1993;FIN;5066609;1,2131E+11;;0;0;0;1181,29;6,36;21,38;0;;19,15;23,15;12575,17;74,29;1944,07;10,24;;0;0;0;16,11;21,34;69,06;61,08;36,37;1,26;15,56;65641,43;14,21;4,04;10,59;4299,17;22,11;42860,06;218,23;44,04;69,46;8,35;1,32;28,51;1101,47;5,55;5627,38;;0;0;0;10,26;17,34;;-23,16;-17,43;53,08;2669,16;13,48;7879,02;23,09;27,24;0,12;4,57;122,07;7778,03;39,37;22797,15;71,36;45,54;7,58;11,04;10,48;15,55;65,06;3942,57;20,33;11168,41;42,29;17,06;-18,03;-11,56;138,45;1253,23;6,32;24657,11;;0;0;0;15,47;46,18;19,19;6,36;0;26,04;6,38;1181,29;0;3766,43;21,38;0;6,12;12055,4;340,31;-4,35;-10,59;72,41;3850,45;19,44;11628,32;44,47;28,48;15,11;0;0,02;0;0;6,32;0;0,01;100;0,06;0,12;0;0;7,34;0;0,04
