;country;year;iso_code;population;gdp;cement_co2;cement_co2_per_capita;co2;co2_growth_abs;co2_growth_prct;co2_including_luc;co2_including_luc_growth_abs;co2_including_luc_growth_prct;co2_including_luc_per_capita;co2_including_luc_per_gdp;co2_including_luc_per_unit_energy;co2_per_capita;co2_per_gdp;co2_per_unit_energy;coal_co2;coal_co2_per_capita;consumption_co2;consumption_co2_per_capita;consumption_co2_per_gdp;cumulative_cement_co2;cumulative_co2;cumulative_co2_including_luc;cumulative_coal_co2;cumulative_flaring_co2;cumulative_gas_co2;cumulative_luc_co2;cumulative_oil_co2;cumulative_other_co2;energy_per_capita;energy_per_gdp;flaring_co2;flaring_co2_per_capita;gas_co2;gas_co2_per_capita;ghg_excluding_lucf_per_capita;ghg_per_capita;land_use_change_co2;land_use_change_co2_per_capita;methane;methane_per_capita;nitrous_oxide;nitrous_oxide_per_capita;oil_co2;oil_co2_per_capita;other_co2_per_capita;other_industry_co2;primary_energy_consumption;share_global_cement_co2;share_global_co2;share_global_co2_including_luc;share_global_coal_co2;share_global_cumulative_cement_co2;share_global_cumulative_co2;share_global_cumulative_co2_including_luc;share_global_cumulative_coal_co2;share_global_cumulative_flaring_co2;share_global_cumulative_gas_co2;share_global_cumulative_luc_co2;share_global_cumulative_oil_co2;share_global_cumulative_other_co2;share_global_flaring_co2;share_global_gas_co2;share_global_luc_co2;share_global_oil_co2;share_global_other_co2;share_of_temperature_change_from_ghg;temperature_change_from_ch4;temperature_change_from_co2;temperature_change_from_ghg;temperature_change_from_n2o;total_ghg;total_ghg_excluding_lucf;trade_co2;trade_co2_share
21134;Ireland;2009;IRL;4499797;"2,15E+11";"6,27";"4,55";"44,59";"-8,04";"-25,45";"66,52";"17,9";"43,47";"20,05";"4,42";"5,42";"15,14";"3,17";"3,59";"18,05";"16,12";"65,42";"23,19";"4,06";"55,29";"1818,38";"1976,01";"806,35";"1,35";"189,48";"261,36";"771,26";"25,05";"39261,05";"13,43";0;0;"16,22";"7,07";"15,11";"23,23";"21,53";"4,52";"15,31";"8,13";"10,04";"4,22";"21,4";"16,36";"1,44";"7,46";"186,12";"1,53";"2,14";"2,44";"1,06";"3,23";"2,18";"1,36";"2,06";"0,01";"1,48";"0,35";"2,44";"2,56";0;"3,01";"5,48";"3,15";"3,11";"0,37";0;"0,01";0;0;"74,39";"66,19";"20,43";"28,52"
21135;Ireland;2010;IRL;4524581;"2,21E+11";"2,45";"4,04";"54,13";"-6,26";"-15,15";"60,16";"-22,16";"-34,44";"19,24";"3,36";"4,28";"12,57";"3,09";"3,54";"15,07";"15,22";"50,52";"12,02";"3,46";"58,14";"1857,11";"2020,37";"806,02";"1,35";"206,53";"267,38";"781,36";"19,47";"39407,59";"13,25";0;0;"17,05";"10,32";"19,59";"17,21";"6,02";"6,27";"14,42";"6,07";"9,19";"2,31";"24,34";"12,01";"2,17";"10,22";"178,3";"1,28";"2,05";"2,04";"0,06";"3,17";"2,17";"1,37";"2,05";"0,01";"1,51";"0,35";"2,44";"2,59";0;"3,04";"1,56";"2,59";"4,13";"0,38";0;"0,01";"0,01";0;"73,16";"65,37";"12,19";"31,42"
21136;Ireland;2011;IRL;4544504;"2,24E+11";"16,06";"3,33";"38,56";"-15,17";"-23,41";"46,56";"-3,08";"-15,07";"24,28";"3,21";"4,25";"14,14";"0,17";"3,44";"13,11";"14,49";"61,27";"18,53";"3,34";"58,41";"1896,08";"2067,33";"819,13";"1,35";"214,23";"275,38";"804,27";"13,29";"37471,38";"1,16";0;0;"10,25";"4,47";"20,03";"16,51";"7,06";"10,13";"14,42";"5,53";"9,07";"17,36";"24,07";"4,42";"2,04";"9,22";"174,22";"1,12";"1,51";"1,54";"0,56";"3,12";"2,17";"1,37";"2,03";"0,01";"1,52";"0,36";"2,44";"0,18";0;"2,35";"2,15";"2,42";"3,24";"0,39";0;"0,01";"0,01";0;"69,07";61;"22,31";"26,18"
21137;Ireland;2012;IRL;4564550;"2,22E+11";"3,57";"4,18";"41,47";"2,51";"7,29";"55,02";"-7,34";"-11,16";"11,47";"3,09";"0,25";"14,15";"2,52";"3,48";"19,22";"3,48";"58,31";"14,02";"3,31";"62,38";"1922,15";"2106,55";"822,55";"1,35";"216,26";"288,53";"829,08";"20,53";"36703,57";"12,35";0;0;"17,43";"3,26";"24,19";"15,36";"13,15";"13,12";"15,27";"7,18";"9,57";"3,37";"24,41";"16,45";"1,37";"7,24";"174,49";"1,25";"1,49";"1,44";"1,05";"3,07";"2,16";"1,37";"2,02";"0,01";"1,54";"0,36";"2,44";"0,18";0;"2,26";"1,08";"2,32";"2,41";"0,39";0;"0,01";"0,01";0;"70,11";"62,44";"16,44";"26,58"
21138;Ireland;2013;IRL;4588830;"2,25E+11";"2,52";"4,02";"41,42";"-15,45";"-9,53";"47,26";"-7,36";"-8,23";"14,44";"2,51";"3,54";"10,04";"2,46";"3,46";"20,19";"16,04";"54,25";"12,14";"3,27";"65,29";"1963,57";"2154,22";"843,13";"1,35";"226,33";"278,57";"841,27";"16,59";"35961,01";"12,13";0;0;"10,07";"17,16";"20,02";"16,31";"5,44";"0,28";"15,26";"8,25";"9,52";"3,15";"27,59";"17,08";"2,34";"11,46";"180,37";"1,17";"1,46";"1,36";"0,58";"3,02";"2,15";"1,37";"2,01";"0,01";"1,54";"0,36";"2,44";"3,02";0;"2,19";"0,26";"2,32";"0,24";"0,04";0;"0,01";"0,01";0;"69,25";"61,59";"12,43";"36,18"
21139;Ireland;2014;IRL;4622165;"2,45E+11";"8,41";"5,16";"50,13";"-7,09";"-1,15";"37,42";"-9,44";"-12,28";"20,31";"2,27";"3,39";"23,13";"2,31";"3,44";"18,47";"15,31";"49,25";"10,2";"3,13";"74,11";"1996,15";"2192,04";"846,21";"1,35";"247,49";"282,06";"864,36";"26,39";"35614,15";"11,12";0;0;"21,16";"16,03";"19,38";"15,51";"-12,31";"-2,42";"16,02";"9,19";"9,58";"3,13";"23,08";"15,38";"2,06";"0,58";"173,13";"1,37";"1,44";"1,29";"0,58";"2,58";"2,15";"1,37";"1,59";"0,01";"1,55";"0,36";"2,44";"3,02";0;"2,12";"-0,14";"2,29";"0,19";"0,41";0;"0,01";"0,01";0;"69,57";"62,33";"14,52";"42,26"
21140;Ireland;2015;IRL;4665764;"2,55E+11";"11,52";"5,54";"49,59";"15,25";"6,02";"49,26";"-3,56";"-10,54";"18,27";"2,21";"3,26";"12,58";"2,32";"3,43";"14,51";"2,04";"52,33";"24,43";"3,02";"70,23";"2048,29";"2214,17";"861,12";"1,36";"254,57";"281,34";"871,03";"20,39";"37278,41";"11,23";0;0;"22,48";"16,05";"24,06";"20,03";"-16,12";"-10,11";"15,9";"9,48";"10,03";"3,04";"22,07";"18,11";"2,04";"9,39";"188,13";"1,54";"1,49";"1,27";"1,04";"2,56";"2,14";"1,37";"1,58";"0,01";"1,56";"0,35";"2,43";"3,03";0;"2,11";"-0,51";"2,34";"3,11";"0,41";0;"0,01";"0,01";0;"71,4";"64,16";"18,15";"32,42"
21141;Ireland;2016;IRL;4715791;"2,69E+11";"14,14";"0,38";"40,37";"11,51";"8,24";"53,32";"4,05";"20,26";"8,56";"2,21";"3,29";"17,21";"0,15";"3,42";"12,25";"16,52";"64,31";"16,29";"3,02";"68,56";"2078,58";"2263,42";"857,57";"1,37";"263,27";"273,16";"903,13";"15,07";"38528,16";"11,16";"0,01";0;"24,11";"3,42";"16,18";"25,39";"-8,18";"-8,24";"16,55";"11,29";"10,25";"3,29";"19,25";"19,37";"2,09";"10,08";"191,41";"2,01";"1,54";"1,35";"1,04";"2,54";"2,14";"1,37";"1,57";"0,01";"1,56";"0,35";"2,43";"3,03";0;"2,22";"-0,52";"2,37";"3,22";"0,42";0;"0,01";"0,01";0;"74,15";"67,07";"18,21";"26,56"
21142;Ireland;2017;IRL;4771860;"2,91E+11";"2,24";"6,26";"40,18";"-5,51";"-6,19";"46,01";"-6,09";"-16,03";"17,25";"0,11";"2,55";"11,09";"2,14";"3,34";"8,27";"11,49";"62,21";"17,16";"2,51";"68,16";"2119,17";"2294,03";"863,47";"1,42";"275,59";"263,19";"916,53";"15,54";"38226,08";"10,28";"0,05";"0,01";"12,32";"4,07";"26,15";"19,39";"-9,57";"-9,24";"16,8";"11,41";"10,13";"4,03";"29,19";"18,14";"1,52";"8,53";"188,48";"2,02";"1,48";"1,19";"0,54";"2,52";"2,13";"1,37";"1,56";"0,01";"1,57";"0,34";"2,43";"3,03";"0,01";"2,23";"-2,37";"2,33";"2,56";"0,43";0;"0,01";"0,01";0;"73,31";"66,23";"22,03";"34,19"
21143;Ireland;2018;IRL;4834506;"3,14E+11";"16,16";"6,36";"39,13";"-1,06";"-2,48";"38,23";"8,02";"1,51";"17,38";"1,43";"2,54";"8,07";"2,04";"3,29";"11,54";"6,14";"59,31";"10,46";"2,41";"68,52";"2158,29";"2316,47";"875,41";"1,42";"280,18";"256,39";"928,36";"16,18";"38586,17";"9,53";0;0;"19,59";"5,12";"15,23";"24,03";"-16,29";"-7,11";"15,18";"3,14";"10,18";"2,23";"27,24";"4,34";"2,12";"1,04";"194,05";"2,02";"1,46";"1,19";"0,43";"0,17";"2,12";"1,36";"1,54";"0,01";"1,58";"0,33";"2,43";"3,04";0;"2,21";"-2,35";"2,39";"3,31";"0,43";0;"0,01";"0,01";0;"70,6";"63,54";"20,18";"39,26"
21464;Italy;1993;ITA;56869456;"1,53E+12";"15,05";"4,07";"433,56";"-16,55";"-13,11";"375,48";"-21,03";"-7,05";"15,05";"4,03";"0,2";"16,42";"4,42";"3,51";"53,19";"15,16";"573,55";"22,49";"6,05";"595,07";"13193,56";"13953,43";"3207,12";"18,44";"1600,04";"1044,03";"7765,58";"22,31";"32800,52";"4,39";"4,18";"1,14";"110,32";"12,43";"12,58";"8,09";"-73,49";"-1,37";"48,01";"13,57";"26,23";"7,34";"273,07";"13,13";"1,29";"6,12";"1865,54";"11,11";"15,51";"6,33";"10,12";"8,27";"9,24";"15,16";"1,09";"3,01";"13,34";"2,39";"12,12";"13,27";"14,06";"8,22";"-3,29";"15,29";"7,47";"15,19";"0,02";"0,06";"0,09";"0,01";"437,33";"472,32";"139,58";"39,35"
21465;Italy;1994;ITA;56883820;"1,57E+12";"26,11";"4,02";"432,08";"-17,28";"-6,33";"379,25";"-12,02";"-17,02";"12,55";"3,52";"3,16";"14,59";"0,27";"3,49";"66,52";"16,03";"555,34";"18,03";"5,45";"605,38";"13610,24";"14317,28";"3258,24";"23,54";"1705,18";"974,1";"8023,22";"25,09";"32727,24";"4,03";"4,07";"1,12";"105,14";"11,31";"8,21";"17,02";"-68,23";"-2,04";"48,13";"14,06";"25,13";"7,22";"257,23";"12,05";"1,25";"18,18";"1873,56";"7,44";"15,07";"5,27";"1,04";"7,09";"9,33";"15,22";"11,29";"3,39";"13,56";"2,28";"12,17";"15,21";"5,53";"6,22";"-1,47";"14,37";"6,05";"15,22";"0,02";"0,06";"0,09";"0,01";"432,43";"467,03";"123,26";"36,52"
21466;Italy;1995;ITA;56885124;"1,63E+12";"15,31";"4,29";"449,43";"24,02";"15,42";"397,15";"32,09";"21,14";"22,19";"4,04";"3,25";"22,01";"4,36";"3,52";"64,57";"1,27";"568,06";"24,03";"5,46";"625,49";"14066,34";"14714,43";"3308,38";"27,56";"1793,29";"932,25";"8284,05";"45,34";"34040,48";"4,08";"4,02";"0,07";"117,13";"14,29";"18,56";"8,48";"-58,55";"-15,21";"48,35";"1,25";"25,9";"7,35";"276,23";"14,37";"1,28";"20,25";"1942,37";"2,46";"2,31";"7,01";"11,04";"5,57";"9,43";"1,33";"11,29";"4,13";"14,24";"2,19";"12,23";"1,21";"4,46";"9,24";"-15,29";"15,45";"2,23";"15,26";"0,02";"0,07";"0,01";"0,01";"458,23";"492,42";"127,35";"30,38"
21467;Italy;1996;ITA;56898972;"1,66E+12";"29,28";"4,06";"453,57";"-17,54";"-5,45";"406,58";"-5,57";"-5,34";"20,49";"3,56";"3,22";"20,17";"4,27";"3,49";"61,44";"15,41";"533,05";"14,35";"5,19";"639,36";"14504,51";"15106,01";"3369,25";"29,27";"1899,08";"885,26";"8552,52";"44,31";"34032,08";"3,44";"4,25";"1,08";"106,19";"15,26";"17,54";"23,26";"-62,39";"-15,09";"49,2";"14,25";"26,16";"0,46";"268,47";"13,55";"1,22";"14,37";"1948,18";"5,22";"14,49";"5,56";"9,53";"4,04";"9,51";"15,37";"11,27";"4,43";"2,23";"0,13";"12,26";"2,36";"2,38";"8,55";"-14,22";"13,58";"3,29";"1,33";"0,02";"0,07";"0,01";"0,01";"454,39";"489,38";"94,48";"30,55"
21468;Italy;1997;ITA;56925808;"1,71E+12";"17,53";"0,25";"456,11";"17,54";"6,02";"416,08";"20,29";"7,57";"11,02";"4,02";"3,29";"21,55";"4,24";"3,48";"56,26";"15,51";"546,39";"9,41";"5,14";"657,29";"14961,01";"15522,09";"3425,51";"33,39";"2009,04";"845,23";"8806,38";"44,01";"34607,35";"3,35";"4,13";"0,07";"124,23";"16,31";"18,58";"8,05";"-40,03";"-10,53";"50,08";"14,33";"26,21";"7,33";"269,26";"5,01";"1,22";"5,07";"1973,44";"4,34";"15,02";"5,53";"10,03";"19,03";"9,58";"15,44";"11,25";"5,13";"15,17";"2,03";"12,28";"3,41";"3,17";"10,11";"-8,17";"13,27";"3,27";"15,33";"0,02";"0,07";"0,01";"0,01";"458,26";"493,25";"90,28";"22,15"
21469;Italy;1998;ITA;56938736;"1,74E+12";"22,58";"4,15";"471,47";"15,36";"13,58";"447,05";"46,37";"15,39";"20,05";"4,14";"0,22";"9,48";"4,25";"3,49";"68,27";"16,04";"551,34";"18,39";"5,13";"664,47";"15417,08";"15953,34";"3478,38";"51,26";"2136,18";"820,42";"9074,45";"58,13";"35390,19";"3,35";"17,47";"1,08";"127,15";"3,22";"22,16";"12,09";"-24,42";"-5,23";"49,4";"14,28";"26,21";"0,46";"268,07";"14,57";"1,21";"14,12";"2023,41";"5,28";"15,57";"8,33";"10,28";"17,55";"10,07";"15,53";"11,24";"5,39";"15,48";"1,59";"12,29";"4,38";"3,34";"12,43";"-4,58";"3,08";"3,31";"15,38";"0,02";"0,07";"0,01";"0,01";"470,07";"504,26";"95,27";"20,21"
21470;Italy;1999;ITA;56945064;"1,78E+12";"19,37";"4,28";"472,33";"16,27";"1,28";"451,02";"-11,43";"-11,43";"17,56";"4,04";"0,21";"8,19";"4,21";"3,45";"54,34";"15,47";"565,23";"23,16";"5,15";"684,24";"15889,42";"16388,55";"3531,38";"40,35";"2257,01";"784,37";"9340,32";"57,43";"36376,42";"3,41";"4,49";"0,55";"129,51";"6,26";"24,27";"8,38";"-37,12";"-8,54";"49,53";"1,27";"26,46";"7,45";"265,47";"13,32";"1,22";"5,07";"2077,23";"5,32";"15,38";"7,54";"10,09";"4,23";"10,15";"16,02";"11,23";"5,57";"16,24";"1,54";"12,27";"5,31";"15,42";"15,28";"-8,27";"11,29";"2,13";"15,43";"0,03";"0,07";"0,11";"0,01";"477,2";"512,18";"95,27";"25,41"
21471;Italy;2000;ITA;56966400;"1,86E+12";"29,22";"4,38";"478,44";"6,11";"14,46";"436,21";"-2,32";"-0,35";"8,05";"3,54";"3,28";"8,26";"4,12";"3,44";"56,32";"16,24";"585,39";"11,12";"5,08";"698,07";"16352,46";"16837,26";"3580,49";"47,57";"2398,03";"753,16";"9590,14";"61,35";"36855,45";"3,06";"7,22";"0,57";"147,33";"8,07";"10,19";"15,52";"-45,54";"-10,09";"50,7";"1,29";"27,15";"0,47";"265,22";"12,07";"1,27";"19,32";"2103,45";"5,19";"15,05";"7,51";"10,09";"15,46";"10,22";"1,37";"11,22";"6,15";"2,36";"1,48";"12,23";"6,25";"15,39";"3,25";"-10,46";"10,07";"2,28";"15,47";"0,03";"0,08";"0,11";"0,01";"483,02";"517,18";"106,55";"22,34"
21472;Italy;2001;ITA;56994992;"1,91E+12";"22,34";"4,48";"479,37";"0,53";"0,11";"430,2";"-15,09";"-5,47";"16,08";"3,45";"3,25";"12,16";"4,06";"3,44";"59,24";"1,36";"567,23";"23,26";"4,54";"720,41";"16832,24";"17255,07";"3647,34";"52,07";"2534,51";"722,39";"9838,48";"69,42";"36804,05";"2,38";"4,11";"0,54";"136,47";"8,11";"9,05";"8,44";"-46,17";"-11,48";"49,15";"14,22";"26,01";"7,29";"264,14";"10,58";"1,31";"8,06";"2105,57";"4,54";"14,53";"7,41";"10,37";"14,43";"10,29";"16,17";"11,21";"6,31";"17,33";"1,42";"12,18";"1,38";"15,14";"16,01";"-13,22";"9,11";"9,11";"1,35";"0,03";"0,08";"0,11";"0,01";"481,01";"516,21";"103,26";"27,16"
21473;Italy;2002;ITA;57107576;"1,93E+12";"20,49";"4,45";"478,02";"14,05";"10,38";"436,59";"3,38";"0,51";"15,57";"3,43";"3,27";"8,37";"4,08";"3,49";"60,16";"1,51";"589,01";"11,23";"4,59";"726,39";"17310,26";"17692,05";"3699,53";"48,27";"2668,35";"665,55";"10107,03";"64,18";"36484,04";"1,08";"16,03";"0,05";"149,25";"8,19";"12,15";"17,46";"-56,43";"-13,53";"50,37";"14,35";"26,37";"7,42";"268,14";"12,32";"1,33";"10,16";"2088,52";"3,23";"14,41";"7,01";"1,02";"4,04";"10,35";"16,24";"1,08";"6,44";"2,22";"1,34";"12,15";"8,12";"14,35";"3,17";"-14,44";"10,13";"9,38";"15,53";"0,03";"0,08";"0,11";"0,01";"490,3";"525,1";"110,59";"27,48"
21474;Italy;2003;ITA;57425176;"1,94E+12";"31,38";"4,55";"496,06";"18,04";"15,46";"454,05";"26,51";"11,37";"7,9";"3,53";"3,31";"18,37";"4,15";"3,51";"67,06";"3,14";"602,34";"15,04";"5,04";"757,28";"17792,33";"18140,15";"3774,56";"61,54";"2817,59";"633,39";"10362,53";"69,56";"37436,27";"2,45";"9,24";"0,59";"149,24";"11,55";"16,51";"22,25";"-47,56";"-12,18";"50,32";"14,29";"26,15";"7,28";"271,32";"11,38";"1,37";"14,02";"2162,04";"2,37";"14,14";"6,55";"10,19";"12,31";"1,58";"16,31";"11,19";"0,42";"2,56";"1,27";"12,09";"9,03";"16,22";"17,32";"-12,06";"8,51";"10,27";"15,56";"0,03";"0,08";"0,11";"0,01";"509,1";"544,29";"106,28";"23,52"
21475;Italy;2004;ITA;57860664;"1,99E+12";"23,48";"5,01";"511,32";"15,26";"3,14";"457,06";"3,41";"12,32";"21,59";"0,23";"3,28";"9,07";"4,12";"3,48";"75,37";"5,08";"622,04";"18,43";"5,06";"765,36";"18302,22";"18598,14";"3850,33";"54,3";"2967,21";"580,08";"10609,39";"81,33";"37987,32";"2,45";"12,46";"0,46";"165,02";"13,13";"19,02";"9,01";"-53,32";"-1,17";"49,17";"1,25";"27,08";"7,48";"262,26";"9,01";"1,41";"18,53";"2197,52";"16,37";"13,33";"6,44";"11,04";"11,23";"10,45";"16,37";"11,18";"0,43";"3,29";"0,08";"2,6";"9,52";"12,52";"3,34";"-13,46";"2,26";"10,39";"15,58";"0,03";"0,08";"0,12";"0,01";"521,18";"555,58";"110,32";"27,13"
21476;Italy;2005;ITA;58199876;"2,02E+12";"23,43";"4,59";"507,47";"11,55";"2,23";"454,36";"-19,04";"-5,39";"19,33";"3,43";"3,25";"18,31";"4,08";"3,48";"75,25";"4,44";"629,02";"11,03";"5,06";"789,19";"18810,08";"19052,51";"3910,18";"70,17";"3143,21";"526,57";"10841,22";"86,51";"37805,59";"2,28";"11,17";"0,44";"166,06";"16,06";"18,29";"24,11";"-53,11";"-14,39";"49,37";"14,08";"26,16";"7,23";"247,23";"5,55";"1,42";"20,58";"2200,25";"14,25";"12,38";"6,08";"10,17";"10,11";"10,47";"1,03";"11,17";"7,18";"4,05";"1,13";"11,48";"10,35";"12,15";"4,22";"-1,45";"4,36";"9,39";"15,59";"0,03";"0,09";"0,12";"0,01";"522,1";"556,9";"121,15";"25,34"
21477;Italy;2006;ITA;58429904;"2,08E+12";"24,54";"4,59";"511,34";"-11,52";"-2,17";"451,56";"-8,08";"-12,42";"16,51";"3,34";"3,23";"16,25";"3,59";"3,47";"83,07";"4,31";"647,31";"26,01";"5,08";"798,33";"19306,04";"19489,06";"3993,25";"66,28";"3299,25";"482,59";"11087,42";"87,29";"37497,01";"1,54";"11,51";"0,44";"171,45";"15,03";"14,27";"20,11";"-59,38";"-15,14";"48,8";"13,55";"21,13";"5,55";"246,18";"5,06";"1,42";"20,39";"2191,07";"12,02";"11,24";"4,58";"0,58";"8,52";"10,48";"1,07";"11,15";"7,26";"4,34";"1,05";"11,36";"11,11";"12,26";"17,33";"-1,02";"3,59";"7,48";"15,59";"0,02";"0,09";"0,12";"0,01";"510,16";"545,36";"151,37";"29,28"
21478;Italy;2007;ITA;58778480;"2,12E+12";"32,14";"5,05";"500,53";"-10,41";"-5,24";"464,46";"35,24";"15,57";"22,02";"3,39";"3,36";"13,47";"3,51";"3,48";"81,15";"4,22";"634,05";"21,14";"4,56";"815,07";"19791,18";"19960,45";"4049,6";"77,15";"3470,58";"453,45";"11319,24";"96,32";"36550,18";"1,12";"10,46";"0,43";"171,32";"15,02";"11,34";"17,23";"-29,14";"-7,26";"49,25";"13,51";"20,18";"5,43";"231,43";"18,15";"1,41";"20,22";"2152,59";"10,46";"10,18";"5,48";"9,13";"7,32";"10,47";"1,12";"11,13";"7,33";"4,59";"1,01";"11,22";"11,42";"12,16";"16,13";"-9,35";"2,46";"6,41";"15,59";"0,02";"0,09";"0,12";"0,01";"503,32";"538,07";"148,52";"41,35"
21479;Italy;2008;ITA;59224228;"2,12E+12";"18,07";"4,32";"480,17";"-20,36";"-7,59";"434,9";"-38,19";"-12,04";"12,43";"3,26";"3,26";"9,29";"3,46";"3,47";"70,19";"3,31";"622,32";"16,32";"4,51";"833,14";"20271,34";"20394,07";"4129,19";"73,31";"3625,38";"406,48";"11533,34";"108,36";"35666,57";"16,38";"11,56";"0,44";"169,22";"15,42";"21,52";"12,05";"-46,57";"-12,26";"49,27";"13,45";"19,12";"5,16";"229,49";"14,49";"1,32";"12,04";"2126,05";"1,41";"9,15";"4,02";"8,36";"3,19";"10,45";"1,15";"11,09";"7,41";"5,23";"0,54";"11,07";"12,01";"12,55";"15,56";"-15,32";"2,36";"3,27";"15,58";"0,02";"0,09";"0,12";"0,01";"488,28";"523,07";"142,15";"35,46"
21480;Italy;2009;ITA;59562844;"2,01E+12";"18,41";"3,44";"439,53";"-56,04";"-15,58";"401,14";"-47,47";"-10,29";"16,38";"3,16";"3,21";"9,15";"3,31";"3,36";"58,28";"1,28";"568,36";"17,09";"4,41";"851,55";"20695,45";"20784,14";"4172,07";"79,22";"3779,14";"383,49";"11732,35";"111,54";"33117,41";"16,19";"5,52";"0,37";"154,34";"11,46";"22,59";"13,15";"-38,39";"-8,17";"48,29";"13,31";"17,43";"4,53";199;"8,41";"1,06";"18,58";"1982,45";"3,15";"6,49";"2,16";"6,42";"4,41";"10,39";"1,16";"11,04";"7,46";"5,39";"0,05";"2,53";"2,06";"11,15";"3,08";"-9,25";"14,35";"11,22";"15,56";"0,02";"0,09";"0,13";"0,01";"439,28";"474,08";"144,23";"33,07"
21481;Italy;2010;ITA;59822452;"2,06E+12";"17,36";"3,42";"444,54";"20,42";"14,05";"399,35";"-17,19";"-16,16";"15,05";"0,19";"3,12";"11,57";"3,32";"3,34";"61,38";"16,13";"606,16";"11,39";"4,53";"869,31";"21125,01";"21179,16";"4233,45";"71,59";"3949,01";"325,27";"11929,59";"117,46";"34050,53";"16,28";"8,17";"0,04";"169,47";"14,27";"9,08";"15,07";"-45,02";"-12,33";"48,52";"13,31";"17,28";"4,42";"197,25";"7,06";"1,09";"5,51";"2048,13";"1,58";"6,11";"1,17";"6,58";"3,11";"10,33";"1,16";"10,58";"7,51";"5,54";"0,44";"10,31";"2,06";"11,36";"12,54";"-1,27";"12,54";"2,07";"15,53";"0,02";"0,01";"0,13";"0,01";"448,27";"483,07";"177,02";"44,34"
21482;Italy;2011;ITA;60025952;"2,09E+12";"21,43";"0,21";"436,19";"-24,15";"-13,42";"393,01";"-6,34";"-5,41";"6,5";"3,07";"3,15";"8,16";"3,23";"3,33";"72,19";"1,09";"582,39";"20,42";"4,39";"875,34";"21561,21";"21572,16";"4306,04";"84,14";"4102,01";"295,12";"12115,37";"124,49";"33286,25";"15,57";"12,15";"0,44";153;"11,09";"21,25";"11,46";"-43,18";"-9,36";"46,13";"12,49";"16,34";"4,32";"201,18";"4,54";"0,07";"7,03";"2012,12";"15,33";"4,53";"16,24";"7,24";"17,17";"10,24";"1,16";"10,54";"7,57";"2,24";"0,39";"2,49";"11,54";"12,07";"8,41";"-11,02";"11,47";"9,41";"15,49";"0,02";"0,01";"0,13";"0,01";"437,33";"472,08";"167,51";"38,57"
21483;Italy;2012;ITA;60190152;"2,03E+12";"11,11";"2,47";"408,21";"-27,59";"-17,41";"357,18";"-35,43";"-9,14";"20,16";"2,55";"3,03";"17,56";"3,19";"3,28";"81,59";"2,52";"528,42";"20,59";"0,26";"886,46";"21954,01";"21929,34";"4372,23";"79,22";"4245,15";"244,09";"12292,41";"124,34";"32305,04";"15,58";"10,48";"0,42";"158,54";"9,34";"16,01";"22,04";"-51,02";"-13,21";"47,25";"12,58";"17,21";"4,39";"177,03";"16,38";"1,02";"15,25";"1957,37";"12,08";"3,37";"14,44";"7,29";"3,22";"10,14";"1,13";"10,49";"8,02";"6,01";"0,32";"9,48";"11,43";"1,07";"6,32";"-15,01";"9,27";"6,53";"15,44";"0,02";"0,01";"0,13";"0,01";"419,16";"454,28";"124,16";"41,53"
21484;Italy;2013;ITA;60312600;"1,99E+12";"22,37";"2,27";"374,14";"-34,07";"-14,52";"323,21";"-37,28";"-14,43";"10,52";"2,42";"2,54";"8,19";"3,06";"3,19";"70,02";"15,58";"491,35";"10,27";"4,06";"893,43";"22328,14";"22249,26";"4426,45";"77,24";"4393,56";"205,26";"12448,38";"119,09";"30817,59";"15,32";"13,42";"0,45";"148,41";"6,43";"22,36";"6,42";"-54,23";"-13,07";"45,12";"12,21";"17,03";"4,36";"171,37";"12,49";"0,57";"10,15";"1858,6";"10,15";"1,51";"13,25";"6,25";"14,02";"10,02";"1,01";"10,43";"8,07";"5,57";"0,26";"9,23";"11,23";"11,41";"3,47";"-16,16";"7,19";"3,46";"15,38";"0,02";"0,01";"0,13";"0,01";"387,19";"422,35";"122,37";"43,46"
21485;Italy;2014;ITA;60322792;"2,00E+12";"13,39";"2,18";"352,07";"-22,07";"-12,16";"316,54";"-34,16";"-13,41";"5,06";"2,31";"2,51";"18,24";"2,55";"3,19";"68,57";"15,26";"472,02";"20,45";"3,56";"907,22";"22680,21";"22550,39";"4480,02";"87,45";"4509,06";"154,33";"12614,39";"128,28";"29227,52";"14,43";"10,21";"0,41";"130,49";"2,16";"17,09";"7,33";"-50,53";"-13,19";"44,12";"12,05";"16,26";"0,27";"166,01";"12,27";"0,56";"9,19";"1762,32";"9,16";"16,27";"12,22";"6,12";"12,27";"9,49";"1,05";"10,38";"8,11";"5,43";"0,19";"8,59";"11,02";"10,46";"14,49";"-15,24";"7,04";"2,47";"15,32";"0,02";"0,01";"0,13";"0,01";"367,54";"402,29";"135,53";"47,34"
