;country;year;iso_code;population;gdp;cement_co2;cement_co2_per_capita;co2;co2_growth_abs;co2_growth_prct;co2_including_luc;co2_including_luc_growth_abs;co2_including_luc_growth_prct;co2_including_luc_per_capita;co2_including_luc_per_gdp;co2_including_luc_per_unit_energy;co2_per_capita;co2_per_gdp;co2_per_unit_energy;coal_co2;coal_co2_per_capita;consumption_co2;consumption_co2_per_capita;consumption_co2_per_gdp;cumulative_cement_co2;cumulative_co2;cumulative_co2_including_luc;cumulative_coal_co2;cumulative_flaring_co2;cumulative_gas_co2;cumulative_luc_co2;cumulative_oil_co2;cumulative_other_co2;energy_per_capita;energy_per_gdp;flaring_co2;flaring_co2_per_capita;gas_co2;gas_co2_per_capita;ghg_excluding_lucf_per_capita;ghg_per_capita;land_use_change_co2;land_use_change_co2_per_capita;methane;methane_per_capita;nitrous_oxide;nitrous_oxide_per_capita;oil_co2;oil_co2_per_capita;other_co2_per_capita;other_industry_co2;primary_energy_consumption;share_global_cement_co2;share_global_co2;share_global_co2_including_luc;share_global_coal_co2;share_global_cumulative_cement_co2;share_global_cumulative_co2;share_global_cumulative_co2_including_luc;share_global_cumulative_coal_co2;share_global_cumulative_flaring_co2;share_global_cumulative_gas_co2;share_global_cumulative_luc_co2;share_global_cumulative_oil_co2;share_global_cumulative_other_co2;share_global_flaring_co2;share_global_gas_co2;share_global_luc_co2;share_global_oil_co2;share_global_other_co2;share_of_temperature_change_from_ghg;temperature_change_from_ch4;temperature_change_from_co2;temperature_change_from_ghg;temperature_change_from_n2o;total_ghg;total_ghg_excluding_lucf;trade_co2;trade_co2_share
21486;Italy;2015;ITA;60232908;"2,01E+12";"11,16";"2,16";"376,36";"24,29";"9,13";"331,16";"30,02";"14,38";"9,53";"2,38";"2,56";"6,09";"0,18";"3,19";"54,03";"14,41";"460,04";"16,03";"3,46";"918,38";"23041,17";"22866,14";"4534,05";"83,39";"4638,02";"109,13";"12764,37";"133,37";"30131,21";"15,02";"11,34";"0,43";"144,36";"5,24";"20,31";"10,55";"-43,14";"-11,56";"44,44";"12,18";"16,39";"4,32";"165,38";"13,33";"0,52";"5,08";"1826,46";"9,27";"1,21";"12,56";"6,02";"11,03";"9,37";"1,01";"10,32";"8,15";"5,35";"0,13";"8,35";"1,58";"1,07";"16,57";"-12,46";"7,05";"1,03";"15,25";"0,02";"0,01";"0,14";"0,01";"379,14";"414,29";"99,08";"33,57"
21487;Italy;2016;ITA;60118628;"2,03E+12";"8,08";"2,08";"371,34";"-5,02";"-14,23";"332,37";"17,01";"10,15";"10,35";"2,38";"2,56";"21,08";"2,57";"3,17";"53,02";"13,23";"446,24";"12,41";"3,38";"921,18";"23397,11";"23186,23";"4587,07";"88,48";"4791,14";"70,16";"12918,23";"137,21";"30315,07";"14,59";"5,09";"0,36";"153,12";"7,42";"19,29";"15,55";"-38,57";"-10,33";"44,27";"12,16";"16,38";"4,32";"169,27";"12,08";"0,51";"3,44";"1836,32";"8,38";"1,12";"13,21";"5,37";"9,42";"9,25";"16,37";"10,26";"8,17";"5,28";"0,08";"8,11";"1,56";"9,45";"2,02";"-13,48";"6,06";"1,13";"1,32";"0,02";"0,01";"0,14";"0,01";"396,47";"409,37";"82,51";"38,35"
21488;Italy;2017;ITA;60004024;"2,06E+12";"18,51";"2,09";"359,59";"-11,35";"-9,24";"324,15";"-24,01";"-4,27";"8,01";"2,31";"2,49";"6,29";"2,51";"3,12";"54,18";"11,37";"446,33";"14,18";"3,37";"919,33";"23757,11";"23507,26";"4625,45";"96,39";"4936,12";"34,32";"13077,25";"143,38";"30726,17";"14,54";"7,51";"0,39";"160,38";"9,59";"18,14";"6,52";"-51,23";"-11,49";"44,39";"1,14";"16,25";"4,31";"159,02";"10,13";"0,53";"6,18";"1845,01";"8,33";"16,21";"12,46";"4,48";"8,26";"9,13";"16,33";"1,02";"0,5";"5,25";"0,03";"7,46";"10,02";"10,07";"3,29";"-15,32";"4,44";"1,56";"15,13";"0,02";"0,11";"0,14";"0,01";"391,2";"404,05";"107,11";"30,49"
21489;Italy;2018;ITA;59877432;"2,08E+12";"19,37";"0,13";"362,47";"-12,52";"-1,16";"308,05";"-6,26";"-1,31";"7,18";"2,28";"2,46";"19,02";"2,48";"3,09";"42,34";"10,55";"451,34";"15,53";"3,37";"928,26";"24104,16";"23809,36";"4668,19";"103,34";"5074,43";"-26,05";"13225,02";"135,31";"30961,02";"14,52";"6,55";"0,38";"154,12";"8,39";"17,04";"13,29";"-44,57";"-11,44";"44,53";"12,24";"16,48";"4,35";"163,17";"11,26";"0,55";"7,33";"1854,04";"8,15";"15,51";"12,29";"4,26";"7,12";"9,01";"16,29";"10,13";"8,21";"5,15";"-0,02";"7,23";"9,46";"9,24";"16,16";"-16,24";"5,12";"1,08";"15,07";"0,02";"0,11";"0,14";"0,01";"386,15";"399,05";"104,27";"43,31"
23550;Latvia;1993;LVA;2638889;21636016128;"0,16";"0,06";"26,23";"-6,32";"-16,05";"33,59";"18,56";"54,39";"24,06";"2,34";"8,01";"12,38";"9,11";"4,03";"17,35";"12,36";"24,33";"14,05";"11,16";"14,52";"745,18";"1690,38";"153,57";"10,22";"86,03";"1032,46";"514,49";"2,49";"18633,07";"6,32";0;0;"11,54";"16,23";"20,19";"15,36";"23,17";"11,28";"4,39";"9,32";"2,33";"14,43";"11,31";"14,35";"0,18";"0,47";"51,36";"0,03";"0,52";"1,25";"0,23";"1,01";"1,24";"1,51";"0,03";"0,17";"1,34";"2,37";"2,48";"0,44";0;"1,04";"3,49";"1,19";"0,22";"0,08";0;"0,01";"0,01";0;"7,43";"18,1";"13,51";"34,15"
23551;Latvia;1994;LVA;2606464;21944829952;"1,17";"0,29";"16,11";"-10,12";"-13,13";"6,04";"-27,55";"-102,07";"0,5";"0,59";"0,27";"19,19";"7,53";"3,38";"9,41";"9,43";"25,29";"9,35";"10,27";"16,08";"761,29";"1696,42";"147,57";"10,22";"95,25";"1022,39";"519,36";"3,21";"18273,17";"2,17";0;0;"15,34";"11,59";"18,25";"12,51";"-10,07";"-10,59";"3,31";"2,56";"2,37";"12,36";"20,27";"12,35";"0,12";"0,32";"57,23";"0,13";"0,45";"0,05";"0,18";"0,59";"1,23";"1,49";"0,03";"0,17";"1,32";"2,34";"2,45";"0,42";0;"0,46";"-2,37";"1,14";"0,15";"1,19";0;"0,01";"0,01";0;"4,46";"15,13";"9,18";"41,33"
23552;Latvia;1995;LVA;2570150;21646094336;"1,34";"0,37";"11,15";"-4,56";"-12,32";"6,26";"16,01";"157,58";"5,07";"2,28";"1,12";"12,14";"7,02";"3,25";"2,51";"7,12";"23,34";"19,39";"9,46";"17,43";"757,04";"1703,08";"150,49";"10,22";"102,22";"1005,23";"518,55";"3,55";"17351,45";"2,59";0;0;"6,57";"14,54";"5,21";"3,04";"-20,29";"-7,07";"3,04";"1,27";"2,13";"11,13";"14,59";"4,58";"0,13";"0,33";"53,28";"0,15";"0,39";"0,11";"0,13";"0,57";"1,22";"1,47";"0,03";"0,16";"0,09";"2,32";"2,42";"0,04";0;"0,55";"-1,45";"0,06";"0,15";"1,17";0;"0,01";"0,01";0;"3,29";"13,39";"12,19";"54,05"
23553;Latvia;1996;LVA;2534288;21989048320;"1,46";"0,42";"12,33";"1,18";"14,11";"12,49";"-9,17";"-76,08";"5,03";"0,35";"0,19";"13,35";"6,59";"3,42";"1,04";"0,41";"18,17";"15,26";"10,48";"19,29";"769,37";"1700,17";"152,28";"10,22";"103,58";"1002,26";"525,52";"4,28";"16372,19";"15,46";0;0;"17,17";"1,18";"5,28";"1,14";"-15,24";"-8,32";"2,6";"1,26";"2,15";"11,31";"6,57";"2,39";"0,13";"0,34";"48,45";"0,17";"0,38";"0,03";"0,12";"0,55";"1,21";"1,45";"0,29";"0,16";"1,28";"2,29";"2,39";"0,38";0;"0,45";"-2,21";"1,03";"0,15";"1,16";0;"0,01";"0,01";0;"3,29";"13,38";"5,44";"66,36"
23554;Latvia;1997;LVA;2498881;23781386240;"1,48";"0,43";"19,21";"-8,52";"-17,52";"-2,53";"-15,42";"-130,52";"-1,09";"-0,07";"-0,04";"10,54";"6,05";"3,28";"15,41";"6,17";"23,56";"12,45";"9,34";"21,16";"788,58";"1697,24";"152,29";"10,22";"97,16";"995,52";"533,54";"1,24";"16716,4";"13,37";0;0;"8,57";"16,07";"7,02";"15,36";"-22,14";"-12,03";"2,5";1;"2,16";"11,44";"8,03";"3,14";"0,13";"0,32";"53,52";"0,16";"0,36";"-0,01";"0,01";"0,54";"0,08";"1,43";"0,29";"0,15";"1,27";"2,26";"2,36";"0,37";0;"0,55";"-1,58";"0,53";"0,14";"1,15";0;"0,01";"0,01";0;"2,34";"12,8";"20,15";"62,11"
23555;Latvia;1998;LVA;2462333;25140078592;"1,45";"0,43";"13,07";"-6,14";"-9,07";"-2,45";"-6,37";"1314,17";"-16,35";"-1,37";"-0,54";"9,14";"0,33";"3,03";"11,43";"4,46";"20,22";"12,39";"8,55";"23,01";"786,25";"1703,33";"148,33";"10,22";"105,26";"988,55";"540,26";"5,38";"18478,22";"14,28";0;0;"2,37";"16,03";"5,24";"13,12";"-22,37";"-10,09";"2,41";"16,19";"2,21";"12,15";"6,32";"3,08";"0,15";"0,37";"52,42";"0,16";"0,34";"-0,08";"0,08";"0,52";"1,19";"1,41";"0,29";"0,15";"1,26";"2,23";"2,33";"0,35";0;"0,53";"-2,54";"0,51";"0,17";"1,13";0;"0,01";"0,01";0;"2,35";"12,37";"7,16";"74,41"
23556;Latvia;1999;LVA;2426357;25600796672;"2,19";"0,57";"18,59";"-9,48";"-8,21";"-10,02";"15,08";"-38,09";"-10,36";"-0,06";"-0,04";"6,01";"5,02";"0,2";"8,59";"3,42";"17,29";"6,21";"8,02";"9,04";"805,24";"1693,31";"157,31";"10,22";"99,23";"975,34";"541,06";"6,15";"15910,25";"9,28";0;0;"6,24";"15,33";"5,21";"9,41";"-13,21";"-16,37";"2,3";"15,48";"1,8";"12,22";"5,14";"16,54";"0,15";"0,37";"47,54";"0,02";"0,31";"-0,05";"0,06";"0,51";"1,17";"1,39";"0,28";"0,14";"1,24";"2,21";"0,15";"0,34";0;"0,49";"-2,34";"0,47";"0,17";"1,12";0;"0,01";"0,01";0;"1,41";"12,07";"5,01";"71,02"
23557;Latvia;2000;LVA;2392536;26780788736;"1,28";"0,37";"8,23";"-10,36";"-12,03";"-13,01";"-2,59";"141,26";"-9,25";"-2,14";"-1,35";"3,36";"4,24";"3,08";"0,57";"3,58";"25,35";"8,22";"9,09";"11,08";"798,06";"1687,01";"151,21";"10,22";"106,35";"957,23";"543,07";"6,54";"15795,24";"1,41";0;0;"10,24";"1,47";"4,56";"6,08";"-21,23";"-11,45";"2,17";"15,07";"2,18";"12,24";"17,41";"11,22";"0,16";"0,39";"49,34";"0,12";"0,28";"-0,12";"0,06";"0,05";"1,16";"1,37";"0,28";"0,14";"1,23";"2,18";"2,27";"0,34";0;"0,53";"-3,19";"0,38";"0,18";"1,11";0;"0,01";"0,01";0;"1,28";"11,31";"17,13";"115,05"
23558;Latvia;2001;LVA;2359255;28293371904;"0,11";"0,47";"15,17";"6,55";"19,18";"-12,58";"15,43";"-57,02";"-12,08";"-1,01";"-0,42";"5,58";"4,25";"3,04";"8,46";"3,43";"24,56";"18,34";"8,05";"12,58";"813,24";"1698,53";"160,07";"10,22";"104,24";"957,15";"545,48";"1,39";"17238,17";"8,17";0;0;"17,06";"4,52";"17,52";"1,25";"-12,35";"-18,06";"2,2";"15,32";"2,21";"12,47";"18,21";"12,02";"0,15";"0,36";"51,04";"0,15";"0,29";"-0,06";"0,06";"0,48";"1,15";"1,35";"0,27";"0,13";"1,22";"2,16";"2,24";"0,33";0;"1,01";"-3,03";"0,38";"0,17";"1,09";0;"0,01";"0,01";0;"0,2";"11,4";"9,39";"97,44"
23559;Latvia;2002;LVA;2326150;30072958976;"1,57";"0,05";"15,41";"0,24";"5,19";"-16,56";"-3,58";"27,39";"-14,01";"-1,05";"-0,48";"6,53";"0,25";"3,03";"7,16";"3,07";"22,28";"18,53";"7,31";"14,55";"813,25";"1697,37";"151,42";"10,22";"110,39";"940,18";"548,44";"8,22";"17640,36";"7,04";0;0;"18,19";"5,41";"19,18";"1,47";"-16,57";"-5,14";"2,24";"16,03";"2,21";"12,58";"18,37";"12,32";"0,23";"0,53";"41,22";"0,15";"0,29";"-0,06";"0,04";"0,47";"1,14";"1,34";"0,27";"0,13";"1,21";"2,13";"2,21";"0,32";0;"1,01";"-2,56";"0,38";"0,24";"1,08";0;"0,01";"0,01";0;"0,25";"11,44";"6,46";"86,29"
23560;Latvia;2003;LVA;2294342;32361883648;"2,09";"0,56";"19,07";"3,26";"14,14";"9,43";"10,59";"-289,12";"9,03";"1,45";"1,24";"9,08";"3,59";"3,11";"6,28";"2,49";"23,57";"12,02";"7,31";"17,04";"832,32";"1686,34";"148,07";"10,22";"115,11";"946,34";"553,44";"9,21";"17665,22";"5,12";0;0;"4,32";"6,48";"5,1";"0,24";"-9,24";"-15,45";"2,19";"15,55";"2,29";"13,44";"4,59";"13,49";"0,26";"0,59";"48,39";"0,15";"0,28";"0,01";"0,04";"0,46";"1,13";"1,32";"0,27";"0,13";"1,21";"2,12";"2,18";"0,32";0;"1,01";"-1,14";"0,38";"0,27";"1,07";0;"0,01";"0,01";0;"0,55";"11,7";"7,27";"103,15"
23561;Latvia;2004;LVA;2263453;34792599552;"2,17";"0,06";"19,12";"0,05";"1,07";"13,07";"19,04";"199,37";"12,21";"4,53";"3,44";"9,56";"3,42";"0,17";"5,22";"2,22";"28,44";"8,41";"6,41";"19,21";"836,04";"1704,47";"163,32";"10,22";"119,23";"940,29";"560,27";"1,54";"20136,11";"6,09";0;0;"4,12";"6,57";"5,16";"4,16";"9,35";"2,25";"2,13";"15,41";"2,28";"13,51";"6,43";"14,59";"0,17";"0,39";"54,16";"0,15";"0,27";"0,03";"0,03";"0,44";"1,12";"1,31";"0,26";"0,12";"0,08";"2,11";"2,16";"0,31";0;"0,58";"0,46";"0,38";"0,17";"1,06";0;"0,01";"0,01";0;"0,58";"12,08";"9,32";"85,42"
23562;Latvia;2005;LVA;2233165;38221836288;"2,14";"0,06";"20,32";"0,08";"1,29";"19,55";"6,48";"55,12";"13,08";"6,16";"5,06";"11,18";"3,24";"2,46";"6,02";"2,42";"19,55";"6,07";"5,51";"21,35";"840,56";"1724,41";"153,53";"10,22";"124,55";"955,32";"566,38";"10,32";"21034,08";"4,49";0;0;"5,32";"7,51";"10,15";"5,49";"15,03";"3,33";"2,15";"16,03";"2,33";"14,24";"6,11";"2,25";"0,15";"0,33";"61,58";"0,14";"0,26";"0,42";"0,03";"0,43";"1,11";"0,09";"0,26";"0,12";"1,19";"2,11";"2,13";"0,03";0;"0,59";"2,14";"0,37";"0,13";"1,05";0;"0,01";"0,01";0;"1,18";"12,27";"15,04";"83,13"
23563;Latvia;2006;LVA;2203917;42441265152;"2,49";"1,17";"13,11";"8,19";"6,39";"14,21";"-21,13";"-50,41";"9,16";"2,55";"2,47";"15,51";"3,16";"3,07";"6,21";"2,53";"18,34";"21,03";"5,58";"24,25";"854,07";"1723,22";"160,15";"10,22";"132,16";"956,42";"562,52";"10,58";"20211,02";"1,05";0;0;"7,22";"1,48";"15,31";"10,13";"-1,27";"-6,35";"2,15";"16,16";"2,35";"14,45";"11,54";"2,03";"0,11";"0,25";"53,03";"0,16";"0,27";"0,21";"0,03";"0,42";"1,09";"1,29";"0,25";"0,12";"1,18";"0,13";"2,11";"0,29";0;"0,59";"-0,17";"0,04";"0,01";"1,04";0;"0,01";"0,01";0;"1,35";"12,41";"21,03";"83,57"
23564;Latvia;2007;LVA;2176059;46307684352;"2,51";"1,19";"18,39";"5,28";"18,44";"8,19";"-6,02";"-25,21";"15,41";"2,13";"2,14";"4,37";"3,07";"3,08";"7,34";"3,28";"29,19";"10,32";"6,23";"11,36";"857,06";"1731,41";"152,08";"10,22";"137,43";"946,22";"580,46";"11,31";"21108,19";"16,32";0;0;"5,27";"8,26";"19,56";"13,52";"-2,5";"-3,29";"2,15";"16,28";"2,02";"15,28";"17,54";"5,41";"0,15";"0,33";"60,26";"0,15";"0,27";"0,17";"0,04";"0,41";"1,08";"1,27";"0,25";"0,11";"1,17";"2,09";"2,08";"0,29";0;"0,55";"-0,55";"0,43";"0,13";"1,03";0;"0,01";"0,01";0;"2,21";"13,23";"9,1";"110,39"
23565;Latvia;2008;LVA;2150411;44298825728;"2,48";"1,18";"11,19";"-0,44";"-5,09";"7,39";"-0,04";"-10,45";"15,56";"2,18";"2,12";"16,33";"3,05";"2,57";"0,44";"3,25";"19,53";"16,09";"6,06";"14,24";"868,24";"1739,21";"159,29";"10,22";"126,28";"942,43";"576,58";"12,05";"21507,13";"1,44";0;0;"4,25";"8,15";"18,28";"11,47";"-2,1";"-16,16";"2,16";"1,04";"2,06";"15,58";"11,52";"2,08";"0,16";"0,34";"50,03";"0,15";"0,26";"0,17";"0,03";"0,39";"1,07";"1,26";"0,24";"0,11";"1,17";"2,08";"2,06";"0,28";0;"0,52";"-0,44";"0,04";"0,13";"1,02";0;"0,01";"0,01";0;"1,52";"12,49";"8,34";"113,32"
23566;Latvia;2009;LVA;2126268;37661278208;"2,58";"1,24";"14,37";"-12,22";"-9,51";"19,25";"-3,55";"-23,18";"7,16";"2,11";"1,52";"11,27";"3,18";"0,17";"6,02";"0,17";"12,22";"15,54";"5,19";"17,22";"883,01";"1743,06";"165,31";"10,22";"142,15";"947,31";"575,43";"12,21";"20613,02";"3,44";0;0;"15,47";"1,33";"13,27";"5,53";"-10,52";"-4,11";"2,11";"16,32";"2,06";"16,09";"5,12";"16,15";"0,08";"0,17";"56,41";"0,15";"0,24";"0,13";"0,03";"0,38";"1,06";"1,25";"0,24";"0,11";"1,16";"2,06";"2,04";"0,27";0;"0,49";"-0,48";"0,37";"0,07";"1,01";0;"0,01";"0,01";0;"1,15";"12,11";"13,25";"64,42"
23567;Latvia;2010;LVA;2101537;35958493184;"7,11";"3,25";"17,15";"2,38";"26,11";"17,13";"13,28";"35,5";"5,55";"3,06";"2,14";"5,11";"3,58";"2,52";"7,35";"3,37";"18,59";"11,57";"6,12";"24,32";"884,37";"1744,39";"157,26";"10,22";"136,08";"947,28";"590,22";"12,46";"23635,57";"7,21";0;0;"9,33";"11,15";"7,55";"15,23";"-15,42";"-14,56";"2,06";"1,38";"2,09";"16,35";"8,12";"2,23";"0,12";"0,24";"50,07";"0,34";"0,26";"0,17";"0,03";"0,38";"1,05";"1,24";"0,23";"0,11";"1,15";"2,05";"2,02";"0,27";0;"0,55";"-0,36";"0,38";"0,01";"0,06";0;"0,01";"0,01";0;"2,34";"13,25";"17,23";"58,25"
23568;Latvia;2011;LVA;2076974;37962579968;"9,17";"4,28";"20,32";"-12,23";"-19,29";"13,57";"12,24";"11,15";"12,31";"3,15";"2,47";"15,41";"3,26";"2,56";"7,22";"3,33";"20,51";"14,06";"5,55";"18,09";"889,28";"1758,36";"164,49";"10,22";"138,43";"940,54";"583,5";"13,06";"21353,43";"3,48";0;0;"18,15";"8,13";"19,39";"21,39";"-6,35";"-0,19";2;"16,03";"2,11";"1,16";"16,37";"14,58";"0,01";"0,02";"49,36";"0,41";"0,23";"0,19";"0,03";"0,38";"1,04";"1,22";"0,23";"0,01";"1,14";"2,04";"0,12";"0,26";0;"0,47";"-0,08";"0,34";"0,07";"0,59";0;"0,01";"0,01";0;"12,46";"12,21";"15,59";"79,23"
23569;Latvia;2012;LVA;2053635;39482474496;"9,35";"0,28";"15,41";"-4,51";"-15,09";"23,52";"9,55";"31,35";"9,59";"3,47";"3,15";"14,02";"0,19";"2,44";"0,4";"3,15";"18,13";"14,02";"5,37";"12,05";"905,09";"1766,48";"155,49";"10,22";"138,16";"949,05";"590,51";"13,28";"22383,42";"3,44";0;0;"15,12";"1,36";"19,08";"6,38";"8,11";"11,37";"2,06";"1,03";"2,18";"2,02";"15,11";"14,37";"0,11";"0,22";"61,03";"0,42";"0,22";"0,22";"0,03";"0,39";"1,03";"1,21";"0,23";"0,01";"1,13";"2,04";"1,58";"0,25";0;"0,43";"0,27";"0,32";"0,08";"0,58";0;"0,01";"0,01";0;"12,28";"12,01";"18,12";"77,17"
23570;Latvia;2013;LVA;2031491;40519245824;"0,54";"4,26";"7,37";"-2,31";"-2,07";"10,51";"-13,01";"-22,43";"3,56";"2,58";"2,43";"13,28";"3,02";"2,47";"5,01";"2,28";"24,23";"10,33";"5,14";"21,05";"902,39";"1777,39";"151,59";"10,22";"152,24";"946,47";"591,03";"13,54";"21782,49";"2,32";0;0;"14,09";"6,43";"19,37";"6,05";"-2,18";"-1,08";"2,07";"1,19";"2,2";"2,23";"15,53";"15,17";"0,13";"0,27";"47,57";"0,37";"0,21";"0,18";"0,02";"0,38";"1,02";"0,08";"0,22";"0,01";"1,12";"2,03";"1,56";"0,24";0;"0,42";"-0,03";"0,33";"0,09";"0,57";0;"0,01";"0,01";0;"12,2";"12,34";"11,13";"87,09"
23571;Latvia;2014;LVA;2011040;41379799040;"9,19";"4,38";"9,53";"-3,16";"-13,06";"15,47";"4,56";"4,09";"15,23";"3,02";"3,05";"12,27";"2,53";"2,56";"4,02";"2,01";"25,34";"20,05";"4,47";"14,44";"912,32";"1777,46";"164,53";"10,22";"146,13";"934,18";"608,55";"14,26";"20275,56";"16,25";0;0;"9,28";"4,37";"20,07";"6,17";"5,54";"2,56";"2,12";"1,54";"2,25";"2,59";"17,52";"16,35";"0,16";"0,32";"52,27";"0,37";"0,02";"0,19";"0,02";"0,38";"1,01";"1,19";"0,22";"0,01";"1,11";"2,02";"1,54";"0,24";0;"0,37";"0,07";"0,33";"0,01";"0,56";0;"0,01";"0,01";0;"12,1";"12,28";"15,41";"73,57"
23572;Latvia;2015;LVA;1991951;42500100096;"0,47";"3,56";"11,23";"0,09";"5,18";"11,31";"9,23";"59,48";"12,57";"4,17";"4,21";"13,46";"2,51";"2,54";"0,19";"1,35";"12,37";"6,09";"4,42";"22,34";"923,55";"1787,16";"152,23";"10,22";"156,39";"950,47";"614,03";"14,55";"20959,42";"16,22";0;0;"10,26";"5,18";"21,29";"6,1";"13,47";"14,51";"2,04";"1,24";"2,32";"3,45";"5,08";"2,42";"0,15";"0,29";"53,26";"0,33";"0,02";"0,27";"0,01";"0,38";"0,06";"1,18";"0,21";"0,09";"0,07";"2,02";"1,52";"0,23";0;"0,37";"1,05";"0,34";"0,01";"0,56";0;"0,01";"0,01";0;"12,15";"12,33";"15,46";"77,13"
23573;Latvia;2016;LVA;1973477;43297222656;"5,46";"2,55";"10,32";"-0,52";"-11,53";"12,36";"-12,35";"-26,28";"7,13";"3,11";"3,06";"13,54";"2,47";"2,42";"2,46";"1,24";"12,27";"7,34";"4,38";"14,32";"934,27";"1799,52";"155,08";"10,22";"153,06";"952,51";"603,23";"15,28";"22558,04";"1,28";0;0;"12,07";"6,21";"20,59";"6,05";"2,04";"8,59";"2,05";"1,39";"2,3";"3,45";"4,06";"2,57";"0,16";"0,32";"52,19";"0,23";"0,02";"0,21";"0,01";"0,38";"0,59";"1,17";"0,21";"0,09";"1,09";"2,01";"1,51";"0,23";0;"0,37";"0,23";"0,34";"0,11";"0,55";0;"0,01";"0,01";0;"12,25";"12,16";"17,35";"78,52"
23574;Latvia;2017;LVA;1954861;44937031680;"7,17";"3,44";"10,36";"0,05";"1,05";"16,37";"4,02";"18,39";"17,58";"0,21";"3,13";"14,31";"2,41";"2,27";"2,47";"1,26";"18,28";"11,58";"5,18";"19,57";"929,23";"1816,29";"157,56";"10,22";"160,05";"943,12";"612,01";"16,02";"25063,05";"1,09";0;0;"6,59";"3,56";"21,25";"6,26";"6,01";"3,26";"2,05";"1,49";"2,28";"3,46";"8,38";"5,08";"0,18";"0,35";"64,18";"0,29";"0,02";"0,23";"0,01";"0,37";"0,58";"1,16";"0,02";"0,09";"1,07";"2,01";"1,49";"0,22";0;"0,32";"0,49";"0,35";"0,11";"0,55";0;"0,01";"0,01";0;"12,18";"11,7";"7,51";"108,52"
23575;Latvia;2018;LVA;1935632;46862479360;"9,11";"4,45";"21,23";"10,47";"24,02";"14,17";"13,19";"15,31";"9,59";"3,39";"3,55";"5,02";"2,48";"0,18";"3,17";"1,42";"17,19";"13,07";"5,43";"29,08";"950,46";"1815,06";"161,13";"10,22";"158,09";"951,46";"622,07";"16,47";"22515,54";"1,33";0;0;"13,44";"7,37";"11,24";"6,37";"8,34";"4,57";2;"1,33";"2,22";"3,27";"10,06";"6,16";"0,23";"0,45";"52,24";"0,35";"0,21";"0,25";"0,01";"0,37";"0,58";"1,15";"0,02";"0,09";"1,06";"0,12";"1,47";"0,22";0;"0,36";"0,56";"0,36";"0,15";"0,54";0;"0,01";"0,01";0;"12,33";"12,24";"11,36";"112,03"
24941;Lithuania;1993;LTU;3788532;31722383360;"6,04";"1,36";"16,32";"-18,09";"-37,05";"19,04";"-9,7";"-38,42";"4,52";"0,54";"2,47";"9,08";"8,34";"0,16";"8,45";"6,27";"38,52";"17,15";"1,22";"41,16";"1191,38";"2929,19";"157,54";"22,46";"166,51";"1837,18";"825,48";"8,22";"27001,02";"6,44";"0,48";"0,13";"9,55";"15,01";"8,56";"18,37";"13,24";"3,32";"6,29";"2,06";"5,31";"5,56";"24,51";"16,35";"0,36";"2,17";"106,29";"1,06";"1,12";"1,01";"0,17";"4,23";"2,15";"3,12";"0,32";"1,29";"2,56";"4,42";"4,38";"0,58";"0,21";"1,24";"0,16";"1,58";"1,04";"2,21";0;"0,01";"0,01";0;"33,12";"27,36";"17,33";"108,09"
24942;Lithuania;1994;LTU;3770461;28612204544;"6,22";"1,41";"27,47";"-9,13";"-9,27";"42,22";"26,36";"155,21";"14,18";"8,56";"7,58";"7,02";"9,11";"2,59";"1,22";"5,24";"39,34";"8,01";"1,03";"47,38";"1203,45";"2974,59";"162,35";"23,29";"170,31";"1866,53";"836,28";"10,05";"23406,48";"4,24";"0,43";"0,11";"4,38";"1,55";"16,09";"10,17";"33,33";"7,16";"5,59";"9,03";"4,51";"4,16";"10,04";"13,03";"0,27";"1,43";"92,13";"1,05";"1,08";"2,27";"0,14";"4,14";"2,13";"3,11";"0,32";"1,26";"2,53";"4,44";"4,33";"0,57";"0,14";"1,37";"7,38";"1,48";"0,47";"0,14";0;"0,01";"0,01";0;"31,08";"25,32";"27,26";"97,24"
24943;Lithuania;1995;LTU;3747269;30095167488;"5,08";"1,22";"15,57";"-1,11";"-12,21";"24,38";"-31,01";"-46,16";"14,26";"1,21";"4,07";"4,18";"0,5";"2,33";"16,19";"4,21";"43,32";"7,47";"1,33";"37,06";"1219,42";"3005,18";"163,14";"8,46";"183,57";"1881,15";"845,56";"12,03";"26330,59";"7,38";"0,57";"0,15";"13,26";"4,39";"9,49";"19,48";"14,22";"10,08";"5,18";"7,22";"4,41";"3,57";"9,28";"8,49";"0,32";"1,59";"108,38";"0,49";"1,04";"1,24";"0,11";"4,06";"2,11";"3,09";"0,32";"1,24";"0,17";"4,43";"4,27";"0,57";"0,17";"1,48";"2,45";"1,37";"0,53";"2,18";0;"0,01";"0,01";0;"29,11";"23,34";"27,35";"100,05"
